label,bin_time_s,naive_time_s,naive_cv_pct,naive_stable,naive_mem_kb,naive_D,naive_R2,opt_time_s,opt_total_time_s,opt_cv_pct,opt_stable,opt_mem_kb,opt_D,opt_R2,threshold_sensitivity,method,naive_lacunarity,opt_lacunarity
benign,0.0015338000000042484,2.712250295777747,0.5762607166550257,,0.3359375,-1.9913777809807724,0.9999964614791731,0.045610186999915134,0.04714398699991938,3.4570545398751586,,5376.615234375,-1.9913777809807724,0.9999964614791731,0.0024715611422356787,GB,0.38044252237074366,0.38044252237074366
malignant,0.0013861699999893062,2.7113311136665996,0.7550355768223063,,0.3359375,-1.99367888251478,0.9999977452865578,0.046073928111177845,0.04746009811116715,4.24129354683572,,5376.5654296875,-1.99367888251478,0.9999977452865578,0.005489615586997232,GB,1.236141639182234,1.236141639182234
malignant,0.0017604799999730858,2.694294507222215,0.34110336692254395,,0.3359375,-1.9907356943184786,0.9999956446003233,0.0446680437778721,0.04642852377784518,4.747755033341151,,5376.615234375,-1.9907356943184786,0.9999956446003233,0.005292598094984502,GB,0.9114110063996984,0.9114110063996984
malignant,0.0018586110000455847,2.7193653080000026,0.4784514986293089,,0.3359375,-1.9958819732641215,0.9999989616123577,0.046937442444434256,0.04879605344447984,4.268284529500451,,5376.5654296875,-1.9958819732641215,0.9999989616123577,0.0025720035352960746,GB,0.7794966481967918,0.7794966481967918
malignant,0.0020427200000199264,2.7345928916667313,1.6098995949733557,,0.3359375,-1.9978184258539498,0.9999983155543578,0.0455769254827546,0.047619645482774524,7.163128226211119,,5376.5654296875,-1.9978184258539498,0.9999983155543578,0.0014894435805088424,GB,0.5531049829094002,0.5531049829094002
malignant,0.0016909689999806687,2.6904448204445544,0.7438221436113146,,0.3359375,-1.994572540308282,0.9999997106954752,0.04714580177778771,0.04883677077776838,4.710711513555196,,5376.5654296875,-1.994572540308282,0.9999997106954752,0.0053094948678584775,GB,1.0071842689984478,1.0071842689984478
malignant,0.0017610199999467113,2.684381878999981,0.52158780796077,,0.3359375,-1.9949175729353406,0.9999985601355206,0.042908914111143934,0.044669934111090645,2.52263745290036,,5376.615234375,-1.9949175729353406,0.9999985601355206,0.003701748510542613,GB,1.239636900257751,1.239636900257751
malignant,0.0020043999999757034,2.6810134902221865,0.787437329557973,,0.3359375,-1.983435548772478,0.9999843636719365,0.0455316296896195,0.0475360296895952,5.772437538162803,,5376.615234375,-1.983435548772478,0.9999843636719365,0.006676070029164816,GB,0.7124318847802155,0.7124318847802155
malignant,0.0017697700000098848,2.69841700666671,1.0812274460654168,,0.3359375,-1.9846327038518943,0.9999855284143905,0.044018315222274396,0.04578808522228428,3.496746015612992,,5376.5654296875,-1.9846327038518943,0.9999855284143905,0.00752126980870127,GB,1.120346615488848,1.120346615488848
malignant,0.0017615900000009788,2.6913092490000157,0.603598346024275,,0.3359375,-2.008092975605318,0.9999942635192681,0.04524463455166777,0.04700622455166875,6.000305805834326,,5376.615234375,-2.008092975605318,0.9999942635192681,0.001297272350152312,GB,0.9554610827163385,0.9554610827163385
malignant,0.0018886899999870366,2.7399581197777882,0.5463882466303648,,0.3359375,-1.9957523673299657,0.9999994873958657,0.04566451188894563,0.04755320188893267,4.638908864558579,,5376.615234375,-1.9957523673299657,0.9999994873958657,0.0049004451602523424,GB,0.500938133189977,0.500938133189977
malignant,0.0017126899999766465,2.728205746444372,1.1313397081784071,,0.3359375,-1.9876056344508497,0.9999933252917541,0.04619757400004687,0.04791026400002352,4.940567458444805,,5376.5654296875,-1.9876056344508497,0.9999933252917541,0.01141108758391951,GB,1.255057940476233,1.255057940476233
